EMAIL_NAME,EMAIL_SCORE,REQUIRED_SCORE,MATCHING_RULES
63.eml,8.71/5.00,(BAYES_99|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_AVOID_ON_BODY|HAS_VIDA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_SERVICIO_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_CONTACT_ON_BODY|HAS_LISTA_ON_BODY)
64.eml,11.00/5.00,(HAS_FUNCIONARIO_ON_BODY|HAS_RESIDENTES_ON_BODY|HAS_CLIENTES_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_SITIO_ON_BODY|HAS_CAMBIAR_ON_BODY|HAS_GANAR_ON_BODY|HAS_DINERO_ON_BODY|HAS_OPORTUNIDAD_ON_BODY|HAS_CORREO_ON_BODY|HAS_NUESTRA_ON_BODY|HAS_CONTACT_ON_BODY|HAS_DETALLE_ON_BODY)
65.eml,11.00/5.00,(HAS_FUNCIONARIO_ON_BODY|HAS_RESIDENTES_ON_BODY|HAS_CLIENTES_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_SITIO_ON_BODY|HAS_CAMBIAR_ON_BODY|HAS_GANAR_ON_BODY|HAS_DINERO_ON_BODY|HAS_OPORTUNIDAD_ON_BODY|HAS_CORREO_ON_BODY|HAS_NUESTRA_ON_BODY|HAS_CONTACT_ON_BODY|HAS_DETALLE_ON_BODY)
66.eml,4.79/5.00,(HAS_QUIERES_ON_BODY|HAS_UVIGO_ON_BODY|HAS_NUEVA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_CORREO_ON_BODY|HAS_QUIERE_ON_BODY|HAS_ORIGINAL_ON_BODY)
67.eml,0.92/5.00,(HAS_UVIGO_ON_BODY|HAS_ISO_ON_SUBJECT)
68.eml,0.62/5.00,(BAYES_99|HAS_UVIGO_ON_BODY|HAS_CORREO_ON_BODY)
69.eml,3.99/5.00,(BAYES_99|HAS_LATE_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_CAMPUS_ON_HEADER|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_COMUNIDADE_ON_BODY|HAS_LISTA_ON_BODY)
6.eml,-0.45/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_MENSAJE_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_INDICADO_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
70.eml,0.62/5.00,(BAYES_99|HAS_UVIGO_ON_BODY|HAS_CORREO_ON_BODY)
71.eml,2.19/5.00,(HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY)
72.eml,3.11/5.00,(HAS_CURSO_ON_BODY|HAS_ISO_ON_SUBJECT)
73.eml,6.99/5.00,(BAYES_99|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_CONTACT_ON_BODY)
74.eml,4.02/5.00,(HAS_ONLY_ON_BODY|HAS_NAME_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_CONTACT_ON_BODY)
75.eml,8.32/5.00,(BAYES_99|HAS_EMPRESA_ON_BODY|HAS_SITIO_ON_BODY|HAS_DAVID_ON_BODY|HAS_NAME_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_MENSAJE_ON_BODY|HAS_SEGURIDAD_ON_BODY|HAS_MENSAXE_ON_BODY)
76.eml,1.19/5.00,(HAS_UVIGO_ON_BODY|HAS_SITIO_ON_BODY|HAS_VIDA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_CAMPUS_ON_HEADER)
77.elm,2.19/5.00,(HAS_ACUERDO_ON_BODY|HAS_NUEVA_ON_BODY)
78.eml,1.14/5.00,(BAYES_60|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_CORREO_ON_BODY)
